loop_id,v0,v1,length_mm,local_median_mm,ratio_to_local_median,max_adjacent_normal_jump_deg,first_new_face_index
12,3927,3957,0.9279662495230944,0.5524479816546087,1.6797350707007563,3.810076296686474,870496
12,3927,3955,1.0814030451661103,0.5524479816546087,1.9574748774124495,3.810076296686474,870496
13,4060,4063,0.8835995673707532,0.5494094805936661,1.608271423376198,1.7978252446633574,870500
13,4133,4136,0.8974302586103666,0.5494094805936661,1.6334451630515103,1.7978252446633574,870500
13,4060,4136,1.096281732026539,0.5494094805936661,1.9953818977458275,1.7978252446633574,870500
14,4098,4101,0.8457590257414056,0.4818138010003395,1.755364881590035,3.734249245298133,870504
14,4118,4121,0.8492922417035171,0.4818138010003395,1.7626980379977093,3.734249245298133,870504
14,4098,4121,1.0026312767462653,0.4818138010003395,2.0809517590915974,3.734249245298133,870504
17,5018,5021,0.9290138466762392,0.5618624716874333,1.6534541698187202,11.343948767893151,870508
17,5017,5018,0.9298531179825781,0.5618624716874333,1.6549479006668015,11.343948767893151,870508
17,5017,5021,0.988771399795321,0.5618624716874333,1.759810362179482,11.343948767893151,870508
19,5275,5279,0.89647672941192,0.5395647560147443,1.6614812576591318,7.0209415547837155,870512
19,5275,6009,0.9137414308309877,0.5395647560147443,1.6934787171421894,7.0209415547837155,870512
19,5279,6009,0.9735226357665193,0.5395647560147443,1.8042739539865658,7.0209415547837155,870512
20,5954,5962,0.8359690259975051,0.49402484244818884,1.692159895957414,2.842031458157954,870516
20,5954,5956,0.8611951147920158,0.49402484244818884,1.743222285187681,2.842031458157954,870516
20,5956,5962,0.9373014252875248,0.49402484244818884,1.8972758953631466,2.842031458157954,870516
21,6101,20131,0.9143238256793514,0.5613071134618207,1.6289190066384975,2.1698656884648218,870520
21,6095,20126,0.9210844017697588,0.5613071134618207,1.6409633508633765,2.1698656884648218,870520
21,6101,20126,1.0371145915214253,0.5613071134618207,1.847677620055617,2.1698656884648218,870520
26,6748,6754,0.536781664284282,0.38652761208100084,1.3887278618837555,59.69367150290399,870525
27,6883,6885,0.8412523150740435,0.5226137936189387,1.6097017058211032,11.194426824438954,870527
27,6857,6883,0.9353782621289366,0.5226137936189387,1.7898078342933352,11.194426824438954,870527
27,6857,6885,0.9565076617700452,0.5226137936189387,1.8302380714954456,11.194426824438954,870527
30,7017,7122,0.818358766679732,0.5172403393745426,1.5821634632544472,50.88402466051459,870531
30,7122,7903,0.8773569081802722,0.5172403393745426,1.6962267661512824,50.88402466051459,870531
30,7023,7908,0.9744887075041941,0.5172403393745426,1.8840152890676805,50.88402466051459,870531
30,7017,7903,0.995358651943746,0.5172403393745426,1.9243639294401391,50.88402466051459,870531
30,7023,7903,1.1965231586314256,0.5172403393745426,2.313282757640839,50.88402466051459,870531
31,7258,7265,0.23808059555597155,0.4743766256236485,0.50188095849574,11.180367981010347,870537
34,7563,7581,0.07150142973527641,0.484125370377009,0.14769197011839147,37.20650703854333,870540
39,8122,8128,0.7853243607153574,0.4718479592789674,1.6643589217073536,3.276464382921758,870542
39,8125,8131,0.8108891031326873,0.4718479592789674,1.7185389640591215,3.276464382921758,870542
39,8122,8131,0.8138794368877411,0.4718479592789674,1.7248764583647522,3.276464382921758,870542
40,8237,31971,0.8572823892261615,0.493374578595287,1.7375893011491914,4.585067609070261,870546
40,8237,31926,0.8666133887069083,0.493374578595287,1.756501908092406,4.585067609070261,870546
40,31926,31971,0.9348958149924217,0.493374578595287,1.894900660780321,4.585067609070261,870546
41,8658,8673,0.24126164936308575,0.5254818181702936,0.45912463765758643,5.8618703200092845,870550
